Date,RELIANCE.BO,TCS.BO,HDFCBANK.BO,HINDUNILVR.BO,INFY.BO,KOTAKBANK.BO,ICICIBANK.BO,LT.BO,AXISBANK.BO,SBIN.BO,GOOGL,AAPL,AMZN,MSFT,NVDA,ADBE,NFLX,TSLA,ORCL,CSCO,Sensex
2021-08-02,2058.01025390625,3107.01416015625,1406.6229248046875,2296.614501953125,1589.1484375,1662.1805419921875,671.957763671875,1593.296875,719.8544311523438,426.5615539550781,126.97550201416016,142.2644500732422,185.92750549316406,270.81329345703125,204.7812957763672,600.2000122070312,537.3099975585938,228.56666564941406,83.3897705078125,49.35502624511719,54492.83984375
2021-08-03,2073.309814453125,3170.981201171875,1418.1903076171875,2350.673095703125,1611.309814453125,1684.2989501953125,680.3380737304688,1612.5009765625,737.3777465820312,437.9404602050781,127.34149932861328,143.3868408203125,183.8679962158203,274.38751220703125,202.16070556640625,605.010009765625,540.6799926757812,222.84666442871094,83.38019561767578,49.438480377197266,54277.71875
2021-08-04,2089.8515625,3160.64990234375,1448.2457275390625,2340.53125,1606.4879150390625,1747.30908203125,704.6904907226562,1602.0350341796875,752.4547729492188,448.33837890625,128.23699951171875,146.842529296875,184.08399963378906,275.8815612792969,198.08251953125,608.8300170898438,547.9500122070312,217.7933349609375,84.85076904296875,50.15242004394531,54402.8515625
2021-08-05,2119.40771484375,3171.94677734375,1468.8099365234375,2322.6591796875,1612.0404052734375,1770.176513671875,692.218505859375,1606.0831298828125,748.0115966796875,433.4281311035156,127.00499725341797,146.18289184570312,181.55999755859375,274.4362487792969,189.34471130371094,606.1699829101562,542.9500122070312,216.86666870117188,82.8900146484375,49.744449615478516,54554.66015625
2021-08-06,2075.446044921875,3196.0849609375,1476.7686767578125,2334.770751953125,1607.6568603515625,1776.4176025390625,687.5846557617188,1589.3968505859375,740.3233032226562,427.3462829589844,126.97000122070312,144.125244140625,178.68150329589844,274.1628723144531,181.30567932128906,606.0999755859375,530.3099975585938,214.74000549316406,84.09143829345703,49.790809631347656,54525.9296875
2021-08-09,2063.72265625,3207.9130859375,1486.60595703125,2347.12841796875,1619.9796142578125,1778.215087890625,692.859375,1577.647216796875,754.2021484375,425.1391906738281,124.5780029296875,140.2461700439453,177.47950744628906,270.5106506347656,187.4828338623047,602.0499877929688,532.280029296875,215.4066619873047,83.60126495361328,49.19740676879883,54843.98046875
2021-08-10,2074.800048828125,3218.389404296875,1490.36279296875,2345.011474609375,1632.9842529296875,1810.1695556640625,691.1339721679688,1567.0826416015625,759.9933471679688,418.2726135253906,126.20950317382812,143.88894653320312,178.6595001220703,272.7664489746094,185.80809020996094,608.719970703125,531.0499877929688,220.1666717529297,85.21600341796875,49.67955017089844,55437.2890625
2021-08-11,2102.31982421875,3225.43798828125,1478.0045166015625,2353.331787109375,1634.0557861328125,1778.1650390625,683.6902465820312,1565.453369140625,759.6937866210938,419.84210205078125,127.54900360107422,143.1505584716797,179.25999450683594,274.7975769042969,193.77476501464844,612.260009765625,513.6300048828125,218.42999267578125,86.20600891113281,49.95771026611328,55582.578125
2021-08-12,2096.5078125,3238.3759765625,1484.3814697265625,2357.17236328125,1646.7681884765625,1785.40478515625,691.626953125,1601.8868408203125,755.9994506835938,418.9592590332031,128.42149353027344,144.52890014648438,181.90150451660156,279.4263610839844,195.61167907714844,623.6799926757812,511.7699890136719,216.4199981689453,87.16715240478516,50.56966018676758,55792.26953125
2021-08-13,2130.782958984375,3342.606201171875,1507.812744140625,2366.920654296875,1668.1990966796875,1785.35498046875,694.8804931640625,1646.3671875,758.6453857421875,423.1282653808594,133.01499938964844,146.2616424560547,182.83200073242188,282.8735656738281,195.2522735595703,625.8699951171875,515.4099731445312,214.4600067138672,84.28369140625,51.20943069458008,55629.48828125
